source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,cluster
GO:BP,GO:0045934,negative regulation of nucleobase-containing compound metabolic process,2.7162243860021337e-05,True,"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",1650,208,36,26963,0.17307692307692307,0.02181818181818182,query_1,"['GO:0006139', 'GO:0009892', 'GO:0019219']",0
GO:BP,GO:0042325,regulation of phosphorylation,3.153967856372894e-05,True,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]",868,208,25,26963,0.1201923076923077,0.02880184331797235,query_1,"['GO:0016310', 'GO:0019220']",0
GO:BP,GO:0046651,lymphocyte proliferation,3.159537754977318e-05,True,"""The expansion of a lymphocyte population by cell division."" [GOC:ai]",352,208,16,26963,0.07692307692307693,0.045454545454545456,query_1,"['GO:0032943', 'GO:0046649']",0
GO:BP,GO:0071216,cellular response to biotic stimulus,3.2872907104253236e-05,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:mah]",353,208,16,26963,0.07692307692307693,0.0453257790368272,query_1,"['GO:0009607', 'GO:0051716']",0
GO:BP,GO:0070371,ERK1 and ERK2 cascade,3.2872907104253236e-05,True,"""A MAPK cascade containing at least the ERK1 or ERK2 MAP kinases. It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and of ERK1 or ERK2. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier. The ERK1/ERK2 cascade is activated by mitogens, growth factors, G protein-coupled receptors, and results in cellular responses such as cell proliferation, cell differentiation and development."" [PMID:20811974, PMID:23125017, PMID:28903453]",353,208,16,26963,0.07692307692307693,0.0453257790368272,query_1,['GO:0000165'],0
GO:BP,GO:0031652,positive regulation of heat generation,3.654330963542937e-05,True,"""Any process that activates or increases the rate or extent of heat generation."" [GOC:dph, GOC:mah, GOC:tb]",12,208,5,26963,0.02403846153846154,0.4166666666666667,query_1,"['GO:0031649', 'GO:0031650', 'GO:0051240']",0
GO:BP,GO:0002292,T cell differentiation involved in immune response,3.7367483008685196e-05,True,"""The process in which an antigenically naive T cell acquires the specialized features of an effector, regulatory, or memory T cell as part of an immune response. Effector T cells include cells which provide T cell help or exhibit cytotoxicity towards other cells."" [GOC:add, ISBN:0781735149]",85,208,9,26963,0.04326923076923077,0.10588235294117647,query_1,"['GO:0002286', 'GO:0030217']",0
GO:BP,GO:0002274,myeloid leukocyte activation,3.754201205916087e-05,True,"""A change in the morphology or behavior of a myeloid leukocyte resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:add, ISBN:0781735149]",264,208,14,26963,0.0673076923076923,0.05303030303030303,query_1,['GO:0045321'],0
GO:BP,GO:0050866,negative regulation of cell activation,3.996246218419337e-05,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell activation."" [GOC:ai]",223,208,13,26963,0.0625,0.05829596412556054,query_1,"['GO:0001775', 'GO:0048523', 'GO:0050865', 'GO:0051241']",0
GO:BP,GO:0010573,vascular endothelial growth factor production,4.088120669285354e-05,True,"""The appearance of vascular endothelial growth factor production due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:rl]",40,208,7,26963,0.03365384615384615,0.175,query_1,['GO:0001816'],0
GO:BP,GO:0010629,negative regulation of gene expression,4.1770693994402894e-05,True,"""Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",1523,208,34,26963,0.16346153846153846,0.02232435981615233,query_1,"['GO:0010467', 'GO:0010468', 'GO:0010558']",0
GO:BP,GO:0071222,cellular response to lipopolysaccharide,5.0695823646743163e-05,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipopolysaccharide stimulus; lipopolysaccharide is a major component of the cell wall of gram-negative bacteria."" [GOC:mah]",316,208,15,26963,0.07211538461538461,0.04746835443037975,query_1,"['GO:0032496', 'GO:0071219', 'GO:0071396', 'GO:1901701']",0
GO:BP,GO:0016043,cellular component organization,5.2742367157272905e-05,True,"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]",7621,208,96,26963,0.46153846153846156,0.01259677207715523,query_1,['GO:0071840'],0
GO:BP,GO:0030595,leukocyte chemotaxis,5.471805670719195e-05,True,"""The movement of a leukocyte in response to an external stimulus."" [GOC:add, GOC:jl]",229,208,13,26963,0.0625,0.056768558951965066,query_1,"['GO:0050900', 'GO:0060326']",0
GO:BP,GO:0001659,temperature homeostasis,5.505146663031098e-05,True,"""A homeostatic process in which an organism modulates its internal body temperature."" [GOC:jl]",189,208,12,26963,0.057692307692307696,0.06349206349206349,query_1,['GO:0048871'],0
GO:BP,GO:0045637,regulation of myeloid cell differentiation,5.76067500671236e-05,True,"""Any process that modulates the frequency, rate or extent of myeloid cell differentiation."" [GOC:go_curators]",230,208,13,26963,0.0625,0.05652173913043478,query_1,"['GO:0030099', 'GO:1903706']",0
GO:BP,GO:0071356,cellular response to tumor necrosis factor,5.76067500671236e-05,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a tumor necrosis factor stimulus."" [GOC:mah]",230,208,13,26963,0.0625,0.05652173913043478,query_1,"['GO:0034612', 'GO:0071345']",0
GO:BP,GO:0071495,cellular response to endogenous stimulus,6.20498923805892e-05,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]",1321,208,31,26963,0.14903846153846154,0.023467070401211203,query_1,['GO:0009719'],0
GO:BP,GO:0009890,negative regulation of biosynthetic process,6.219913253906525e-05,True,"""Any process that stops, prevents, or reduces the rate of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",2807,208,49,26963,0.23557692307692307,0.017456359102244388,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009892']",0
GO:BP,GO:0048660,regulation of smooth muscle cell proliferation,6.554666563584092e-05,True,"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]",192,208,12,26963,0.057692307692307696,0.0625,query_1,"['GO:0042127', 'GO:0048659']",0
GO:BP,GO:0071219,cellular response to molecule of bacterial origin,6.767351084246737e-05,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."" [GOC:mah]",323,208,15,26963,0.07211538461538461,0.04643962848297214,query_1,"['GO:0002237', 'GO:0071216']",0
GO:BP,GO:0072677,eosinophil migration,7.34966979248111e-05,True,"""The movement of an eosinophil within or between different tissues and organs of the body."" [CL:0000771, GOC:BHF, GOC:mah]",26,208,6,26963,0.028846153846153848,0.23076923076923078,query_1,['GO:0097530'],0
GO:BP,GO:0019538,protein metabolic process,7.909592326044595e-05,True,"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]",4653,208,68,26963,0.3269230769230769,0.014614227380184827,query_1,"['GO:0043170', 'GO:0044238']",0
GO:BP,GO:0009408,response to heat,8.277242557891334e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."" [GOC:lr]",93,208,9,26963,0.04326923076923077,0.0967741935483871,query_1,"['GO:0006950', 'GO:0009266']",0
GO:BP,GO:0032652,regulation of interleukin-1 production,8.457294217025385e-05,True,"""Any process that modulates the frequency, rate, or extent of interleukin-1 production."" [GOC:mah]",124,208,10,26963,0.04807692307692308,0.08064516129032258,query_1,"['GO:0001817', 'GO:0032612']",0
GO:BP,GO:0032612,interleukin-1 production,8.457294217025385e-05,True,"""The appearance of interleukin-1 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]",124,208,10,26963,0.04807692307692308,0.08064516129032258,query_1,['GO:0001816'],0
GO:BP,GO:0002685,regulation of leukocyte migration,8.614777146379028e-05,True,"""Any process that modulates the frequency, rate, or extent of leukocyte migration."" [GOC:add]",238,208,13,26963,0.0625,0.0546218487394958,query_1,"['GO:0002682', 'GO:0030334', 'GO:0050900']",0
GO:BP,GO:0070372,regulation of ERK1 and ERK2 cascade,8.967386961320365e-05,True,"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:add, ISBN:0121245462, ISBN:0896039986]",330,208,15,26963,0.07211538461538461,0.045454545454545456,query_1,"['GO:0043408', 'GO:0070371']",0
GO:BP,GO:0018108,peptidyl-tyrosine phosphorylation,9.049161264850837e-05,True,"""The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine."" [RESID:AA0039]",239,208,13,26963,0.0625,0.05439330543933055,query_1,"['GO:0006468', 'GO:0018212']",0
GO:BP,GO:0048872,homeostasis of number of cells,9.13387649975206e-05,True,"""Any biological process involved in the maintenance of the steady-state number of cells within a population of cells."" [GOC:isa_complete]",380,208,16,26963,0.07692307692307693,0.042105263157894736,query_1,['GO:0048871'],0
GO:BP,GO:0002443,leukocyte mediated immunity,9.616433384667464e-05,True,"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",544,208,19,26963,0.09134615384615384,0.034926470588235295,query_1,['GO:0002252'],0
GO:BP,GO:0007616,long-term memory,9.631151555964528e-05,True,"""The memory process that deals with the storage, retrieval and modification of information a long time (typically weeks, months or years) after receiving that information. This type of memory is typically dependent on gene transcription regulated by second messenger activation."" [http://hebb.mit.edu/courses/9.03/lecture4.html, ISBN:0582227089]",45,208,7,26963,0.03365384615384615,0.15555555555555556,query_1,['GO:0007613'],0
GO:BP,GO:0018212,peptidyl-tyrosine modification,9.977589170651069e-05,True,"""The modification of peptidyl-tyrosine."" [GOC:go_curators]",241,208,13,26963,0.0625,0.05394190871369295,query_1,['GO:0018193'],0
GO:BP,GO:1990868,response to chemokine,9.978087251669492e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemokine stimulus."" [PMID:11113082]",95,208,9,26963,0.04326923076923077,0.09473684210526316,query_1,['GO:0034097'],0
GO:BP,GO:1990869,cellular response to chemokine,9.978087251669492e-05,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemokine stimulus."" [PMID:11113082]",95,208,9,26963,0.04326923076923077,0.09473684210526316,query_1,"['GO:0071345', 'GO:1990868']",0
GO:BP,GO:0050673,epithelial cell proliferation,0.00010013259635690561,True,"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population. Epithelial cells make up the epithelium, the covering of internal and external surfaces of the body, including the lining of vessels and other small cavities. It consists of cells joined by small amounts of cementing substances."" [ISBN:0721662544]",489,208,18,26963,0.08653846153846154,0.03680981595092025,query_1,['GO:0008283'],0
GO:BP,GO:0002697,regulation of immune effector process,0.0001012371120162466,True,"""Any process that modulates the frequency, rate, or extent of an immune effector process."" [GOC:add]",435,208,17,26963,0.08173076923076923,0.03908045977011494,query_1,"['GO:0002252', 'GO:0002682']",0
GO:BP,GO:0048659,smooth muscle cell proliferation,0.00010863390174681132,True,"""The multiplication or reproduction of smooth muscle cells, resulting in the expansion of a cell population."" [CL:0000192, GOC:ebc, PMID:1840698]",201,208,12,26963,0.057692307692307696,0.05970149253731343,query_1,['GO:0033002'],0
GO:BP,GO:0042098,T cell proliferation,0.00011531519374138286,True,"""The expansion of a T cell population by cell division. Follows T cell activation."" [GOC:jl]",244,208,13,26963,0.0625,0.05327868852459016,query_1,"['GO:0042110', 'GO:0046651']",0
GO:BP,GO:0002699,positive regulation of immune effector process,0.00012116301862568717,True,"""Any process that activates or increases the frequency, rate, or extent of an immune effector process."" [GOC:add]",290,208,14,26963,0.0673076923076923,0.04827586206896552,query_1,"['GO:0002252', 'GO:0002684', 'GO:0002697']",0
GO:BP,GO:0042129,regulation of T cell proliferation,0.00012781895424869151,True,"""Any process that modulates the frequency, rate or extent of T cell proliferation."" [GOC:jl]",204,208,12,26963,0.057692307692307696,0.058823529411764705,query_1,"['GO:0042098', 'GO:0050670', 'GO:0050863']",0
GO:BP,GO:0007613,memory,0.00013580728183890483,True,"""The activities involved in the mental information processing system that receives (registers), modifies, stores, and retrieves informational stimuli. The main stages involved in the formation and retrieval of memory are encoding (processing of received information by acquisition), storage (building a permanent record of received information as a result of consolidation) and retrieval (calling back the stored information and use it in a suitable way to execute a given task)."" [GOC:curators, ISBN:0582227089]",166,208,11,26963,0.052884615384615384,0.06626506024096386,query_1,['GO:0007611'],0
GO:BP,GO:0071346,cellular response to type II interferon,0.00015331933588690828,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-gamma stimulus. Interferon gamma is the only member of the type II interferon found so far."" [GOC:mah]",132,208,10,26963,0.04807692307692308,0.07575757575757576,query_1,"['GO:0034341', 'GO:0071345']",0
GO:BP,GO:0032760,positive regulation of tumor necrosis factor production,0.00015331933588690828,True,"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor production."" [GO_REF:0000058, GOC:TermGenie, PMID:10891884, PMID:15560120]",132,208,10,26963,0.04807692307692308,0.07575757575757576,query_1,"['GO:0032640', 'GO:0032680', 'GO:1903557']",0
GO:BP,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.00015441753026046407,True,"""An immune response mediated by lymphocytes expressing specific receptors for antigen produced through a somatic diversification process that includes somatic recombination of germline gene segments encoding immunoglobulin superfamily domains. Recombined receptors for antigen encoded by immunoglobulin superfamily domains include T cell receptors and immunoglobulins (antibodies) produced by B cells. The first encounter with antigen elicits a primary immune response that is slow and not of great magnitude. T and B cells selected by antigen become activated and undergo clonal expansion. A fraction of antigen-reactive T and B cells become memory cells, whereas others differentiate into effector cells. The memory cells generated during the primary response enable a much faster and stronger secondary immune response upon subsequent exposures to the same antigen (immunological memory). An example of this is the adaptive immune response found in Mus musculus."" [GOC:add, GOC:mtg_sensu, ISBN:0781735149, ISBN:1405196831]",448,208,17,26963,0.08173076923076923,0.03794642857142857,query_1,['GO:0002250'],0
GO:BP,GO:0002262,myeloid cell homeostasis,0.0001580962441364678,True,"""The process of regulating the proliferation and elimination of myeloid cells such that the total number of myeloid cells within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [CL:0000763, GOC:add]",208,208,12,26963,0.057692307692307696,0.057692307692307696,query_1,"['GO:0002376', 'GO:0048872']",0
GO:BP,GO:0044092,negative regulation of molecular function,0.00016036507242228064,True,"""Any process that stops or reduces the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]",251,208,13,26963,0.0625,0.05179282868525897,query_1,['GO:0065009'],0
GO:BP,GO:0009410,response to xenobiotic stimulus,0.00016210831072596988,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organism exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical."" [GOC:jl, GOC:krc]",505,208,18,26963,0.08653846153846154,0.03564356435643564,query_1,['GO:0042221'],0
GO:BP,GO:0045471,response to ethanol,0.0001630866570978473,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ethanol stimulus."" [GOC:go_curators]",169,208,11,26963,0.052884615384615384,0.0650887573964497,query_1,['GO:0097305'],0
GO:BP,GO:0046632,alpha-beta T cell differentiation,0.0001646806632962119,True,"""The process in which a precursor cell type acquires the specialized features of an alpha-beta T cell. An alpha-beta T cell is a T cell that expresses an alpha-beta T cell receptor complex."" [CL:0000789, GOC:ai]",133,208,10,26963,0.04807692307692308,0.07518796992481203,query_1,"['GO:0030217', 'GO:0046631']",0
GO:BP,GO:1903557,positive regulation of tumor necrosis factor superfamily cytokine production,0.00017677667339507073,True,"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]",134,208,10,26963,0.04807692307692308,0.07462686567164178,query_1,"['GO:0001819', 'GO:0071706', 'GO:1903555']",0
GO:BP,GO:0006953,acute-phase response,0.00017761326465087277,True,"""An acute inflammatory response that involves non-antibody proteins whose concentrations in the plasma increase in response to infection or injury of homeothermic animals."" [ISBN:0198506732]",49,208,7,26963,0.03365384615384615,0.14285714285714285,query_1,['GO:0002526'],0
GO:BP,GO:0032651,regulation of interleukin-1 beta production,0.0002197735241948325,True,"""Any process that modulates the frequency, rate, or extent of interleukin-1 beta production."" [GOC:mah]",104,208,9,26963,0.04326923076923077,0.08653846153846154,query_1,"['GO:0032611', 'GO:0032652']",0
GO:BP,GO:0032611,interleukin-1 beta production,0.0002197735241948325,True,"""The appearance of interleukin-1 beta due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]",104,208,9,26963,0.04326923076923077,0.08653846153846154,query_1,['GO:0032612'],0
GO:BP,GO:0071840,cellular component organization or biogenesis,0.0002205355796576717,True,"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]",7831,208,96,26963,0.46153846153846156,0.012258970757246839,query_1,['GO:0009987'],0
GO:BP,GO:0007167,enzyme-linked receptor protein signaling pathway,0.0002230981893336442,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, ISBN:0815316194]",961,208,25,26963,0.1201923076923077,0.026014568158168574,query_1,['GO:0007166'],0
GO:BP,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,0.00026363565940019424,True,"""Any process that modulates the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine."" [GOC:ai]",218,208,12,26963,0.057692307692307696,0.05504587155963303,query_1,"['GO:0001932', 'GO:0018108']",0
GO:BP,GO:0009612,response to mechanical stimulus,0.0002754512714303324,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus."" [GOC:hb]",263,208,13,26963,0.0625,0.049429657794676805,query_1,"['GO:0009605', 'GO:0009628']",0
GO:BP,GO:0065009,regulation of molecular function,0.0002965475259268607,True,"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]",773,208,22,26963,0.10576923076923077,0.028460543337645538,query_1,['GO:0065007'],0
GO:BP,GO:0031401,positive regulation of protein modification process,0.00029943294620534593,True,"""Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]",709,208,21,26963,0.10096153846153846,0.029619181946403384,query_1,"['GO:0031399', 'GO:0036211', 'GO:0051247']",0
GO:BP,GO:0006796,phosphate-containing compound metabolic process,0.0003022515631126872,True,"""The chemical reactions and pathways involving the phosphate group, the anion or salt of any phosphoric acid."" [GOC:ai]",2413,208,43,26963,0.20673076923076922,0.017820140903439703,query_1,['GO:0006793'],0
GO:BP,GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,0.0003046734772667089,True,"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the detection of DNA damage, and ends when the execution phase of apoptosis is triggered."" [GOC:go_curators, GOC:mtg_apoptosis]",108,208,9,26963,0.04326923076923077,0.08333333333333333,query_1,"['GO:0006974', 'GO:0097193']",0
GO:BP,GO:0051250,negative regulation of lymphocyte activation,0.00030948286342693106,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of lymphocyte activation."" [GOC:ai]",180,208,11,26963,0.052884615384615384,0.06111111111111111,query_1,"['GO:0002695', 'GO:0046649', 'GO:0051249']",0
GO:BP,GO:0006793,phosphorus metabolic process,0.0003128380500098027,True,"""The chemical reactions and pathways involving the nonmetallic element phosphorus or compounds that contain phosphorus."" [GOC:ai]",2416,208,43,26963,0.20673076923076922,0.017798013245033113,query_1,['GO:0008152'],0
GO:BP,GO:0002367,cytokine production involved in immune response,0.00034802813995112264,True,"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus contributing to an immune response, resulting in an increase in its intracellular or extracellular levels."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",144,208,10,26963,0.04807692307692308,0.06944444444444445,query_1,"['GO:0001816', 'GO:0002440', 'GO:0006955']",0
GO:BP,GO:0002718,regulation of cytokine production involved in immune response,0.00034802813995112264,True,"""Any process that modulates the frequency, rate, or extent of cytokine production that contributes to an immune response."" [GOC:add]",144,208,10,26963,0.04807692307692308,0.06944444444444445,query_1,"['GO:0001817', 'GO:0002367', 'GO:0002700']",0
GO:BP,GO:0032940,secretion by cell,0.00036490518371609394,True,"""The controlled release of a substance by a cell."" [GOC:mah]",917,208,24,26963,0.11538461538461539,0.026172300981461286,query_1,"['GO:0046903', 'GO:0140352']",0
GO:BP,GO:0002833,positive regulation of response to biotic stimulus,0.00036828363542491447,True,"""Any process that activates or increases the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]",421,208,16,26963,0.07692307692307693,0.03800475059382423,query_1,"['GO:0002831', 'GO:0009607', 'GO:0048584']",0
GO:BP,GO:0002573,myeloid leukocyte differentiation,0.0003726707656270145,True,"""The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte lineage."" [GOC:add, PMID:16551251]",270,208,13,26963,0.0625,0.04814814814814815,query_1,"['GO:0002521', 'GO:0030099']",0
GO:BP,GO:1902532,negative regulation of intracellular signal transduction,0.00040831593327939997,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",659,208,20,26963,0.09615384615384616,0.030349013657056147,query_1,"['GO:0009968', 'GO:0035556', 'GO:1902531']",0
GO:BP,GO:0050679,positive regulation of epithelial cell proliferation,0.0004702596523501533,True,"""Any process that activates or increases the rate or extent of epithelial cell proliferation."" [GOC:ai]",230,208,12,26963,0.057692307692307696,0.05217391304347826,query_1,"['GO:0008284', 'GO:0050673', 'GO:0050678']",0
GO:BP,GO:0002819,regulation of adaptive immune response,0.0004927049909427696,True,"""Any process that modulates the frequency, rate, or extent of an adaptive immune response."" [GOC:add]",231,208,12,26963,0.057692307692307696,0.05194805194805195,query_1,"['GO:0002250', 'GO:0050776']",0
GO:BP,GO:0097191,extrinsic apoptotic signaling pathway,0.0004927049909427696,True,"""The series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with either a ligand binding to a cell surface receptor, or a ligand being withdrawn from a cell surface receptor (e.g. in the case of signaling by dependence receptors), and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis, GOC:yaf, PMID:17340152]",231,208,12,26963,0.057692307692307696,0.05194805194805195,query_1,"['GO:0007166', 'GO:0097190']",0
GO:BP,GO:0033036,macromolecule localization,0.0005061357591101594,True,"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]",3098,208,50,26963,0.2403846153846154,0.016139444803098774,query_1,['GO:0051179'],0
GO:BP,GO:0070098,chemokine-mediated signaling pathway,0.00053542294697481,True,"""The series of molecular signals initiated by a chemokine binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]",84,208,8,26963,0.038461538461538464,0.09523809523809523,query_1,"['GO:0007186', 'GO:0019221', 'GO:1990869']",0
GO:BP,GO:0048661,positive regulation of smooth muscle cell proliferation,0.0005631063231022459,True,"""Any process that activates or increases the rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]",116,208,9,26963,0.04326923076923077,0.07758620689655173,query_1,"['GO:0008284', 'GO:0048659', 'GO:0048660']",0
GO:BP,GO:0046903,secretion,0.0005771212547821018,True,"""The controlled release of a substance by a cell or a tissue."" [GOC:ai]",1083,208,26,26963,0.125,0.024007386888273315,query_1,['GO:0006810'],0
GO:BP,GO:0045596,negative regulation of cell differentiation,0.0005785307681623337,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell differentiation."" [GOC:go_curators]",804,208,22,26963,0.10576923076923077,0.02736318407960199,query_1,"['GO:0030154', 'GO:0045595', 'GO:0048523', 'GO:0051093']",0
GO:BP,GO:0010574,regulation of vascular endothelial growth factor production,0.0005830904716880772,True,"""Any process that modulates the frequency, rate, or extent of production of vascular endothelial growth factor."" [GOC:rl]",36,208,6,26963,0.028846153846153848,0.16666666666666666,query_1,"['GO:0001817', 'GO:0010573']",0
GO:BP,GO:0036211,protein modification process,0.0006833072093804918,True,"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]",2666,208,45,26963,0.21634615384615385,0.01687921980495124,query_1,"['GO:0019538', 'GO:0043412']",0
GO:BP,GO:2001234,negative regulation of apoptotic signaling pathway,0.0007418618270610661,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]",240,208,12,26963,0.057692307692307696,0.05,query_1,"['GO:0009968', 'GO:0043066', 'GO:0097190', 'GO:2001233']",0
GO:BP,GO:0045582,positive regulation of T cell differentiation,0.0008071822701902751,True,"""Any process that activates or increases the frequency, rate or extent of T cell differentiation."" [GOC:go_curators]",121,208,9,26963,0.04326923076923077,0.0743801652892562,query_1,"['GO:0030217', 'GO:0045580', 'GO:0045621', 'GO:0050870']",0
GO:BP,GO:0007049,cell cycle,0.0008518217201677603,True,"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]",1813,208,35,26963,0.16826923076923078,0.019305019305019305,query_1,['GO:0009987'],0
GO:BP,GO:0000122,negative regulation of transcription by RNA polymerase II,0.0008723471276513186,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",1034,208,25,26963,0.1201923076923077,0.024177949709864602,query_1,"['GO:0006357', 'GO:0006366', 'GO:0045892']",0
GO:BP,GO:0045089,positive regulation of innate immune response,0.000876893307715975,True,"""Any process that activates or increases the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."" [GOC:ebc]",394,208,15,26963,0.07211538461538461,0.03807106598984772,query_1,"['GO:0002833', 'GO:0031349', 'GO:0032103', 'GO:0045087', 'GO:0045088', 'GO:0050778']",0
GO:BP,GO:0010563,negative regulation of phosphorus metabolic process,0.0009098872714201819,True,"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]",292,208,13,26963,0.0625,0.04452054794520548,query_1,"['GO:0006793', 'GO:0009892', 'GO:0051174']",0
