,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,module
780,GO:BP,GO:0050920,regulation of chemotaxis,0.0006350895842336659,True,"""Any process that modulates the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient."" [GOC:ai]",236,229,10,26963,0.043668122270742356,0.0423728813559322,query_1,"['GO:0006935', 'GO:0032101', 'GO:0040012']",Glut-M3
781,GO:BP,GO:1902533,positive regulation of intracellular signal transduction,0.0006693493645781602,True,"""Any process that activates or increases the frequency, rate or extent of intracellular signal transduction."" [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",1133,229,24,26963,0.10480349344978165,0.02118270079435128,query_1,"['GO:0009967', 'GO:0035556', 'GO:1902531']",Glut-M3
782,GO:BP,GO:0071880,adenylate cyclase-activating adrenergic receptor signaling pathway,0.0006775795553749086,True,"""An adenylate cyclase-activating G protein-coupled receptor signaling pathway initiated by a ligand binding to an adrenergic receptor on the surface of the target cell, and ending with the regulation of a downstream cellular process."" [GOC:BHF, GOC:mah, GOC:signaling]",23,229,4,26963,0.017467248908296942,0.17391304347826086,query_1,"['GO:0007189', 'GO:0071875']",Glut-M3
783,GO:BP,GO:0140352,export from cell,0.0006808289096249462,True,"""The directed movement of some substance from a cell, into the extracellular region. This may occur via transport across the plasma membrane or via exocytosis."" [GOC:pg]",988,229,22,26963,0.09606986899563319,0.022267206477732792,query_1,"['GO:0006810', 'GO:0009987']",Glut-M3
784,GO:BP,GO:0051051,negative regulation of transport,0.0006875764752102044,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",457,229,14,26963,0.0611353711790393,0.030634573304157548,query_1,"['GO:0006810', 'GO:0048519', 'GO:0051049']",Glut-M3
785,GO:BP,GO:0030323,respiratory tube development,0.0006899912177543019,True,"""The process whose specific outcome is the progression of the respiratory tube over time, from its formation to the mature structure. The respiratory tube is assumed to mean any tube in the respiratory tract."" [GOC:jid]",239,229,10,26963,0.043668122270742356,0.04184100418410042,query_1,"['GO:0035295', 'GO:0048513']",Glut-M3
786,GO:BP,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,0.0006899912177543019,True,"""A G protein-coupled receptor signaling pathway in which the signal is transmitted via the activation or inhibition of adenylyl cyclase activity and a subsequent change in the intracellular concentration of cyclic AMP (cAMP)."" [GOC:mah, GOC:signaling, ISBN:0815316194]",239,229,10,26963,0.043668122270742356,0.04184100418410042,query_1,['GO:0007186'],Glut-M3
787,GO:BP,GO:0048660,regulation of smooth muscle cell proliferation,0.0006955323512915448,True,"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]",192,229,9,26963,0.039301310043668124,0.046875,query_1,"['GO:0042127', 'GO:0048659']",Glut-M3
788,GO:BP,GO:0072657,protein localization to membrane,0.0007123221638679381,True,"""A process in which a protein is transported to, or maintained in, a specific location in a membrane."" [GOC:mah]",647,229,17,26963,0.07423580786026202,0.02627511591962906,query_1,"['GO:0008104', 'GO:0051668']",Glut-M3
789,GO:BP,GO:0010562,positive regulation of phosphorus metabolic process,0.0007204560480374532,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]",648,229,17,26963,0.07423580786026202,0.026234567901234566,query_1,"['GO:0006793', 'GO:0009893', 'GO:0051174']",Glut-M3
790,GO:BP,GO:0045937,positive regulation of phosphate metabolic process,0.0007204560480374532,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",648,229,17,26963,0.07423580786026202,0.026234567901234566,query_1,"['GO:0006796', 'GO:0010562', 'GO:0019220']",Glut-M3
791,GO:BP,GO:0007585,respiratory gaseous exchange by respiratory system,0.0007743439627692926,True,"""The process of gaseous exchange between an organism and its environment. In plants, microorganisms, and many small animals, air or water makes direct contact with the organism's cells or tissue fluids, and the processes of diffusion supply the organism with dioxygen (O2) and remove carbon dioxide (CO2). In larger animals the efficiency of gaseous exchange is improved by specialized respiratory organs, such as lungs and gills, which are ventilated by breathing mechanisms."" [ISBN:0198506732]",76,229,6,26963,0.026200873362445413,0.07894736842105263,query_1,['GO:0032501'],Glut-M3
792,GO:BP,GO:0042221,response to chemical,0.0007820754247110019,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]",5487,229,72,26963,0.314410480349345,0.013121924548933843,query_1,['GO:0050896'],Glut-M3
793,GO:BP,GO:0014706,striated muscle tissue development,0.0007820754247110019,True,"""The process whose specific outcome is the progression of a striated muscle over time, from its formation to the mature structure. Striated muscle contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle. Skeletal muscle myoblasts fuse to form myotubes and eventually multinucleated muscle fibers. The fusion of cardiac cells is very rare and can only form binucleate cells."" [CL:0000737, GOC:dph, GOC:mtg_muscle]",464,229,14,26963,0.0611353711790393,0.03017241379310345,query_1,['GO:0060537'],Glut-M3
794,GO:BP,GO:0051583,dopamine uptake involved in synaptic transmission,0.0007940090988518317,True,"""The directed movement of dopamine into a presynaptic neuron or glial cell. In this context, dopamine is a catecholamine neurotransmitter and a metabolic precursor of noradrenaline and adrenaline."" [GOC:ai]",9,229,3,26963,0.013100436681222707,0.3333333333333333,query_1,"['GO:0001963', 'GO:0051934', 'GO:0090494']",Glut-M3
795,GO:BP,GO:0006527,arginine catabolic process,0.0007940090988518317,True,"""The chemical reactions and pathways resulting in the breakdown of arginine, 2-amino-5-(carbamimidamido)pentanoic acid."" [GOC:go_curators]",9,229,3,26963,0.013100436681222707,0.3333333333333333,query_1,"['GO:0006525', 'GO:0009065']",Glut-M3
796,GO:BP,GO:0051934,catecholamine uptake involved in synaptic transmission,0.0007940090988518317,True,"""The uptake of catecholamine neurotransmitters by neurons or glial cells. This process leads to inactivation and recycling of neurotransmitters."" [ISBN:0123668387]",9,229,3,26963,0.013100436681222707,0.3333333333333333,query_1,"['GO:0090493', 'GO:0098810']",Glut-M3
797,GO:BP,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,0.0007955004864485157,True,"""A G protein-coupled receptor signaling pathway in which the signal is transmitted via the activation of adenylyl cyclase activity which results in an increase in the intracellular concentration of cyclic AMP (cAMP). This pathway is negatively regulated by phosphodiesterase, which cleaves cAMP and terminates the signaling."" [GOC:dph, GOC:mah, GOC:signaling, GOC:tb, ISBN:0815316194]",152,229,8,26963,0.034934497816593885,0.05263157894736842,query_1,['GO:0007188'],Glut-M3
798,GO:BP,GO:0043067,regulation of programmed cell death,0.0008175816702193726,True,"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",1702,229,31,26963,0.13537117903930132,0.018213866039952998,query_1,"['GO:0012501', 'GO:0050794']",Glut-M3
799,GO:BP,GO:0050767,regulation of neurogenesis,0.0008193182344676285,True,"""Any process that modulates the frequency, rate or extent of neurogenesis, the generation of cells in the nervous system."" [GOC:ai]",467,229,14,26963,0.0611353711790393,0.029978586723768737,query_1,"['GO:0022008', 'GO:0051960', 'GO:0060284']",Glut-M3
800,GO:BP,GO:0007420,brain development,0.0008526612104908925,True,"""The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.)."" [GOC:dph, GOC:jid, GOC:tb, UBERON:0000955]",726,229,18,26963,0.07860262008733625,0.024793388429752067,query_1,"['GO:0007417', 'GO:0048513', 'GO:0060322']",Glut-M3
801,GO:BP,GO:0051668,localization within membrane,0.0008526612104908925,True,"""Any process in which a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a membrane."" [GOC:ai]",726,229,18,26963,0.07860262008733625,0.024793388429752067,query_1,['GO:0051641'],Glut-M3
802,GO:BP,GO:0007411,axon guidance,0.0008530833242016911,True,"""The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues."" [ISBN:0878932437]",247,229,10,26963,0.043668122270742356,0.04048582995951417,query_1,"['GO:0007409', 'GO:0097485']",Glut-M3
803,GO:BP,GO:0097485,neuron projection guidance,0.0008530833242016911,True,"""The process in which the migration of a neuron projection is directed to a specific target site in response to a combination of attractive and repulsive cues."" [GOC:BHF, GOC:rl, PMID:22790009]",247,229,10,26963,0.043668122270742356,0.04048582995951417,query_1,"['GO:0031175', 'GO:0048812']",Glut-M3
804,GO:BP,GO:0042325,regulation of phosphorylation,0.0008951086959518485,True,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]",868,229,20,26963,0.08733624454148471,0.02304147465437788,query_1,"['GO:0016310', 'GO:0019220']",Glut-M3
805,GO:BP,GO:0055123,digestive system development,0.0009246494786652436,True,"""The process whose specific outcome is the progression of the digestive system over time, from its formation to the mature structure. The digestive system is the entire structure in which digestion takes place. Digestion is all of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."" [GOC:jid]",156,229,8,26963,0.034934497816593885,0.05128205128205128,query_1,['GO:0048731'],Glut-M3
806,GO:BP,GO:0048659,smooth muscle cell proliferation,0.0009246494786652436,True,"""The multiplication or reproduction of smooth muscle cells, resulting in the expansion of a cell population."" [CL:0000192, GOC:ebc, PMID:1840698]",201,229,9,26963,0.039301310043668124,0.04477611940298507,query_1,['GO:0033002'],Glut-M3
807,GO:BP,GO:0031589,cell-substrate adhesion,0.0009358439596766112,True,"""The attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:mah, GOC:pf]",357,229,12,26963,0.05240174672489083,0.03361344537815126,query_1,['GO:0007155'],Glut-M3
808,GO:BP,GO:0043524,negative regulation of neuron apoptotic process,0.0009891154355035163,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process in neurons."" [GOC:go_curators, GOC:mtg_apoptosis]",203,229,9,26963,0.039301310043668124,0.04433497536945813,query_1,"['GO:0043066', 'GO:0043523', 'GO:0051402']",Glut-M3
809,GO:BP,GO:0055080,monoatomic cation homeostasis,0.0009891154355035163,True,"""Any process involved in the maintenance of an internal steady state of monoatomic cations within an organism or cell. Monatomic cations (also called simple cations) are cations consisting of exactly one atom."" [GOC:ceb, GOC:jid, GOC:mah]",603,229,16,26963,0.06986899563318777,0.026533996683250415,query_1,['GO:0050801'],Glut-M3
810,GO:BP,GO:0060562,epithelial tube morphogenesis,0.0010026520403057374,True,"""The process in which the anatomical structures of a tube are generated and organized from an epithelium. Epithelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:dph]",360,229,12,26963,0.05240174672489083,0.03333333333333333,query_1,"['GO:0002009', 'GO:0035239']",Glut-M3
811,GO:BP,GO:0098743,cell aggregation,0.001005182075717028,True,"""The clustering together and adhesion of initially separate cells to form an aggregate. Examples include the clustering of unicellular organisms or blood cells in suspension and the condensation of mesenchymal cells during cartilage formation."" [GOC:dos]",26,229,4,26963,0.017467248908296942,0.15384615384615385,query_1,['GO:0009987'],Glut-M3
812,GO:BP,GO:0002062,chondrocyte differentiation,0.001055883699070987,True,"""The process in which a chondroblast acquires specialized structural and/or functional features of a chondrocyte. A chondrocyte is a polymorphic cell that forms cartilage."" [GOC:dph]",118,229,7,26963,0.03056768558951965,0.059322033898305086,query_1,"['GO:0030154', 'GO:0051216']",Glut-M3
813,GO:BP,GO:0099003,vesicle-mediated transport in synapse,0.001073412906876702,True,"""Any vesicle-mediated transport that occurs in a synapse."" [GOC:dos]",255,229,10,26963,0.043668122270742356,0.0392156862745098,query_1,['GO:0016192'],Glut-M3
814,GO:BP,GO:0072071,kidney interstitial fibroblast differentiation,0.001080324900237151,True,"""The process in which relatively unspecialized cells acquire specialized structural and/or functional features that characterize the interstitial fibroblast of the kidney as it progresses from its formation to the mature state."" [GOC:mtg_kidney_jan10]",2,229,2,26963,0.008733624454148471,1.0,query_1,['GO:0061005'],Glut-M3
815,GO:BP,GO:0051586,positive regulation of dopamine uptake involved in synaptic transmission,0.001080324900237151,True,"""Any process that activates or increases the frequency, rate or extent of the directed movement of dopamine into a cell."" [GOC:ai]",2,229,2,26963,0.008733624454148471,1.0,query_1,"['GO:0051583', 'GO:0051584', 'GO:0051944']",Glut-M3
816,GO:BP,GO:0072141,renal interstitial fibroblast development,0.001080324900237151,True,"""The process whose specific outcome is the progression of a renal interstitial fibroblast over time, from its formation to the mature structure."" [GOC:mtg_kidney_jan10]",2,229,2,26963,0.008733624454148471,1.0,query_1,"['GO:0048468', 'GO:0072071']",Glut-M3
817,GO:BP,GO:0051944,positive regulation of catecholamine uptake involved in synaptic transmission,0.001080324900237151,True,"""Any process that activates, maintains or increases the frequency, rate or extent of the directed movement of catecholamine neurotransmitters into a neuron or glial cell."" [GOC:ai, GOC:dph, GOC:tb]",2,229,2,26963,0.008733624454148471,1.0,query_1,"['GO:0051582', 'GO:0051934', 'GO:0051940', 'GO:0051954']",Glut-M3
818,GO:BP,GO:2000241,regulation of reproductive process,0.0011020209231669602,True,"""Any process that modulates the frequency, rate or extent of reproductive process."" [GOC:mah]",207,229,9,26963,0.039301310043668124,0.043478260869565216,query_1,"['GO:0022414', 'GO:0050789']",Glut-M3
819,GO:BP,GO:0035265,organ growth,0.0011020209231669602,True,"""The increase in size or mass of an organ. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that function together as to perform a specific function."" [GOC:bf, ISBN:0471245208, ISBN:0721662544]",207,229,9,26963,0.039301310043668124,0.043478260869565216,query_1,"['GO:0032501', 'GO:0048589']",Glut-M3
820,GO:BP,GO:0061138,morphogenesis of a branching epithelium,0.0011020209231669602,True,"""The process in which the anatomical structures of a branched epithelium are generated and organized."" [GOC:dph]",207,229,9,26963,0.039301310043668124,0.043478260869565216,query_1,"['GO:0001763', 'GO:0002009']",Glut-M3
821,GO:BP,GO:0042981,regulation of apoptotic process,0.0011085038681257135,True,"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",1656,229,30,26963,0.13100436681222707,0.018115942028985508,query_1,"['GO:0006915', 'GO:0043067']",Glut-M3
822,GO:BP,GO:0021544,subpallium development,0.001123990723671568,True,"""The process whose specific outcome is the progression of the subpallium over time, from its formation to the mature structure. The subpallium is the base region of the telencephalon."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]",27,229,4,26963,0.017467248908296942,0.14814814814814814,query_1,"['GO:0021537', 'GO:0048856']",Glut-M3
823,GO:BP,GO:0033238,regulation of amine metabolic process,0.001123990723671568,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform amines."" [GOC:mah]",27,229,4,26963,0.017467248908296942,0.14814814814814814,query_1,"['GO:0009308', 'GO:0019222']",Glut-M3
824,GO:BP,GO:1902531,regulation of intracellular signal transduction,0.0011826313349942716,True,"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",1912,229,33,26963,0.14410480349344978,0.017259414225941423,query_1,"['GO:0009966', 'GO:0035556']",Glut-M3
825,GO:BP,GO:0010959,regulation of metal ion transport,0.001265575476051061,True,"""Any process that modulates the frequency, rate, or extent of metal ion transport. Metal ion transport is the directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:dph, GOC:tb]",371,229,12,26963,0.05240174672489083,0.03234501347708895,query_1,"['GO:0030001', 'GO:0043269']",Glut-M3
826,GO:BP,GO:0070887,cellular response to chemical stimulus,0.0012837058164076069,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:mah]",2527,229,40,26963,0.17467248908296942,0.015829046299960427,query_1,"['GO:0042221', 'GO:0051716']",Glut-M3
827,GO:BP,GO:0098810,neurotransmitter reuptake,0.001285015294178212,True,"""The directed movement of neurotransmitter molecules from the extrasynaptic space into the presynaptic cytosol."" [GOC:dos]",28,229,4,26963,0.017467248908296942,0.14285714285714285,query_1,"['GO:0001504', 'GO:0051649']",Glut-M3
828,GO:BP,GO:0009612,response to mechanical stimulus,0.0013116923073425637,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus."" [GOC:hb]",263,229,10,26963,0.043668122270742356,0.03802281368821293,query_1,"['GO:0009605', 'GO:0009628']",Glut-M3
829,GO:BP,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,0.0013116923073425637,True,"""Any process that modulates the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]",263,229,10,26963,0.043668122270742356,0.03802281368821293,query_1,"['GO:0007178', 'GO:0009966']",Glut-M3
830,GO:BP,GO:0007613,memory,0.0013149799838011362,True,"""The activities involved in the mental information processing system that receives (registers), modifies, stores, and retrieves informational stimuli. The main stages involved in the formation and retrieval of memory are encoding (processing of received information by acquisition), storage (building a permanent record of received information as a result of consolidation) and retrieval (calling back the stored information and use it in a suitable way to execute a given task)."" [GOC:curators, ISBN:0582227089]",166,229,8,26963,0.034934497816593885,0.04819277108433735,query_1,['GO:0007611'],Glut-M3
831,GO:BP,GO:0048545,response to steroid hormone,0.001338043601702305,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus."" [GOC:go_curators]",374,229,12,26963,0.05240174672489083,0.03208556149732621,query_1,"['GO:0009725', 'GO:0014070', 'GO:0033993']",Glut-M3
832,GO:BP,GO:0045933,positive regulation of muscle contraction,0.001357846474578744,True,"""Any process that activates or increases the frequency, rate or extent of muscle contraction."" [GOC:go_curators]",54,229,5,26963,0.021834061135371178,0.09259259259259259,query_1,"['GO:0006936', 'GO:0006937', 'GO:0051240']",Glut-M3
833,GO:BP,GO:0051602,response to electrical stimulus,0.001357846474578744,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electrical stimulus."" [GOC:ai]",54,229,5,26963,0.021834061135371178,0.09259259259259259,query_1,['GO:0009628'],Glut-M3
834,GO:BP,GO:0001934,positive regulation of protein phosphorylation,0.0013867536613294852,True,"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein."" [GOC:hjd]",560,229,15,26963,0.06550218340611354,0.026785714285714284,query_1,"['GO:0001932', 'GO:0006468', 'GO:0031401', 'GO:0042327']",Glut-M3
835,GO:BP,GO:0099504,synaptic vesicle cycle,0.001399475483526697,True,"""A biological process in which synaptic vesicles are loaded with neurotransmitters, move to the active zone, exocytose and are then recycled via endocytosis, ultimately leading to reloading with neurotransmitters."" [GOC:aruk, GOC:bc, PMID:15217342]",215,229,9,26963,0.039301310043668124,0.04186046511627907,query_1,"['GO:0051649', 'GO:0099003']",Glut-M3
836,GO:BP,GO:0019229,regulation of vasoconstriction,0.001410976902172571,True,"""Any process that modulates the frequency, rate or extent of reductions in the diameter of blood vessels."" [GOC:jl]",87,229,6,26963,0.026200873362445413,0.06896551724137931,query_1,"['GO:0042310', 'GO:0097746', 'GO:1903522']",Glut-M3
837,GO:BP,GO:0060065,uterus development,0.0014323361986868708,True,"""The reproductive developmental process whose specific outcome is the progression of the uterus over time, from its formation to the mature structure."" [GOC:dph, GOC:ebc]",29,229,4,26963,0.017467248908296942,0.13793103448275862,query_1,"['GO:0048513', 'GO:0048608']",Glut-M3
838,GO:BP,GO:1903522,regulation of blood circulation,0.0014819463137688562,True,"""Any process that modulates the frequency, rate or extent of blood circulation."" [GO_REF:0000058, GOC:mr, GOC:TermGenie, PMID:10659969]",268,229,10,26963,0.043668122270742356,0.03731343283582089,query_1,"['GO:0008015', 'GO:0044057']",Glut-M3
839,GO:BP,GO:0007416,synapse assembly,0.0014819463137688562,True,"""The aggregation, arrangement and bonding together of a set of components to form a synapse. This process ends when the synapse is mature (functional)."" [GOC:mah]",217,229,9,26963,0.039301310043668124,0.041474654377880185,query_1,"['GO:0007399', 'GO:0034329', 'GO:0050808']",Glut-M3
840,GO:BP,GO:0055085,transmembrane transport,0.0015182764524489824,True,"""The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other."" [GOC:dph, GOC:jid]",1528,229,28,26963,0.1222707423580786,0.01832460732984293,query_1,"['GO:0006810', 'GO:0009987']",Glut-M3
841,GO:BP,GO:0098657,import into cell,0.0015182764524489824,True,"""The directed movement of some substance from outside of a cell into a cell. This may occur via transport across the plasma membrane or via endocytosis."" [GOC:dos]",911,229,20,26963,0.08733624454148471,0.021953896816684963,query_1,['GO:0006810'],Glut-M3
842,GO:BP,GO:0048521,negative regulation of behavior,0.0016153367299631698,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of behavior, the internally coordinated responses (actions or inactions) of whole living organisms (individuals or groups) to internal or external stimuli."" [GOC:jid, GOC:pr]",30,229,4,26963,0.017467248908296942,0.13333333333333333,query_1,"['GO:0007610', 'GO:0050795', 'GO:0051241']",Glut-M3
843,GO:BP,GO:0019722,calcium-mediated signaling,0.0016181262087119391,True,"""Any intracellular signal transduction in which the signal is passed on within the cell via calcium ions."" [GOC:signaling]",220,229,9,26963,0.039301310043668124,0.04090909090909091,query_1,['GO:0141124'],Glut-M3
844,GO:BP,GO:0008217,regulation of blood pressure,0.0016181262087119391,True,"""Any process that modulates the force with which blood travels through the circulatory system. The process is controlled by a balance of processes that increase pressure and decrease pressure."" [GOC:dph, GOC:mtg_cardio, ISBN:0721643949]",220,229,9,26963,0.039301310043668124,0.04090909090909091,query_1,"['GO:0008015', 'GO:0065008']",Glut-M3
845,GO:BP,GO:0032940,secretion by cell,0.0016356779569662732,True,"""The controlled release of a substance by a cell."" [GOC:mah]",917,229,20,26963,0.08733624454148471,0.021810250817884406,query_1,"['GO:0046903', 'GO:0140352']",Glut-M3
846,GO:BP,GO:0060560,developmental growth involved in morphogenesis,0.0016356779569662732,True,"""The increase in size or mass of an anatomical structure that contributes to the structure attaining its shape."" [GOC:dph]",272,229,10,26963,0.043668122270742356,0.03676470588235294,query_1,"['GO:0009653', 'GO:0048589']",Glut-M3
847,GO:BP,GO:0018958,phenol-containing compound metabolic process,0.0016400951136262972,True,"""The chemical reactions and pathways involving a phenol, any compound containing one or more hydroxyl groups directly attached to an aromatic carbon ring."" [ISBN:0198506732]",129,229,7,26963,0.03056768558951965,0.05426356589147287,query_1,['GO:1901615'],Glut-M3
848,GO:BP,GO:0042698,ovulation cycle,0.0016400951136262972,True,"""The type of sexual cycle seen in females, often with physiologic changes in the endometrium that recur at regular intervals during the reproductive years."" [ISBN:0721662544]",90,229,6,26963,0.026200873362445413,0.06666666666666667,query_1,"['GO:0048511', 'GO:0048609']",Glut-M3
849,GO:BP,GO:0019220,regulation of phosphate metabolic process,0.0016567660974356878,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",993,229,21,26963,0.09170305676855896,0.021148036253776436,query_1,"['GO:0006796', 'GO:0051174']",Glut-M3
850,GO:BP,GO:0003007,heart morphogenesis,0.0016567660974356878,True,"""The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:dph, GOC:isa_complete]",273,229,10,26963,0.043668122270742356,0.03663003663003663,query_1,"['GO:0007507', 'GO:0009887']",Glut-M3
851,GO:BP,GO:0014075,response to amine,0.0016567660974356878,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amine stimulus. An amine is a compound formally derived from ammonia by replacing one, two or three hydrogen atoms by hydrocarbyl groups."" [GOC:ef]",57,229,5,26963,0.021834061135371178,0.08771929824561403,query_1,['GO:1901698'],Glut-M3
852,GO:BP,GO:0030857,negative regulation of epithelial cell differentiation,0.0016567660974356878,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of epithelial cell differentiation."" [GOC:mah]",57,229,5,26963,0.021834061135371178,0.08771929824561403,query_1,"['GO:0030855', 'GO:0030856', 'GO:0045596']",Glut-M3
853,GO:BP,GO:0061029,eyelid development in camera-type eye,0.0016690727833100331,True,"""The progression of the eyelid in a camera-type eye from its formation to the mature state. The eyelid is a membranous cover that helps protect and lubricate the eye."" [GOC:dph, GOC:yaf]",12,229,3,26963,0.013100436681222707,0.25,query_1,"['GO:0043010', 'GO:0048856']",Glut-M3
854,GO:BP,GO:0051174,regulation of phosphorus metabolic process,0.0016690727833100331,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]",994,229,21,26963,0.09170305676855896,0.02112676056338028,query_1,"['GO:0006793', 'GO:0019222']",Glut-M3
855,GO:BP,GO:0051967,"negative regulation of synaptic transmission, glutamatergic",0.0016690727833100331,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of glutamatergic synaptic transmission, the process of communication from a neuron to another neuron across a synapse using the neurotransmitter glutamate."" [GOC:ai]",12,229,3,26963,0.013100436681222707,0.25,query_1,"['GO:0035249', 'GO:0050805', 'GO:0051966']",Glut-M3
856,GO:BP,GO:0030282,bone mineralization,0.001755449147317696,True,"""The deposition of hydroxyapatite, a form of calcium phosphate with the formula Ca10(PO4)6(OH)2, in bone tissue."" [GOC:mah, PMID:22936354]",131,229,7,26963,0.03056768558951965,0.05343511450381679,query_1,"['GO:0001503', 'GO:0031214']",Glut-M3
857,GO:BP,GO:0036211,protein modification process,0.001755449147317696,True,"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]",2666,229,41,26963,0.17903930131004367,0.015378844711177795,query_1,"['GO:0019538', 'GO:0043412']",Glut-M3
858,GO:BP,GO:0010604,positive regulation of macromolecule metabolic process,0.0017694389931312586,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",3404,229,49,26963,0.21397379912663755,0.014394829612220916,query_1,"['GO:0009893', 'GO:0043170', 'GO:0060255']",Glut-M3
859,GO:BP,GO:0046883,regulation of hormone secretion,0.001810520531244821,True,"""Any process that modulates the frequency, rate or extent of the regulated release of a hormone from a cell."" [GOC:ai]",332,229,11,26963,0.048034934497816595,0.03313253012048193,query_1,"['GO:0010646', 'GO:0010817', 'GO:0023051', 'GO:0046879', 'GO:1903530']",Glut-M3
860,GO:BP,GO:0048598,embryonic morphogenesis,0.001983998624136991,True,"""The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."" [GOC:jid, GOC:mtg_sensu]",650,229,16,26963,0.06986899563318777,0.024615384615384615,query_1,"['GO:0009653', 'GO:0009790']",Glut-M3
